# Program:featureCounts v2.0.3; Command:"featureCounts" "-F" "SAF" "-s" "2" "-O" "-a" "/Users/daliasebat/Desktop/Yeo-Lab-Summer/hg38_transcript_start_stop.SAF" "-o" "/Users/daliasebat/Desktop/Yeo-Lab-Summer/results/feature_counts_hg38_WITH-0_saf.txt" "/Users/daliasebat/Desktop/Yeo-Lab-Summer/bams/one_bam_file/IP25.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	/Users/daliasebat/Desktop/Yeo-Lab-Summer/bams/one_bam_file/IP25.sorted.bam
ZNF286A	chr17	15699576	15720782	+	21207	2138
ZNF285	chr19	44382297	44401608	-	19312	247
ZNF284	chr19	44072158	44089613	+	17456	614
ZNF283	chr19	43827320	43852017	+	24698	2001
ZNF282	chr7	149195545	149226238	+	30694	2742
ZNF281	chr1	200404939	200410056	-	5118	1449
ZNF280D	chr15	56630180	56734086	-	103907	2527
ZNF280C	chrX	130202706	130268899	-	66194	2195
ZNF280B	chr22	22484420	22508742	-	24323	1194
ZNF280A	chr22	22513735	22520270	-	6536	71
ZNF28	chr19	52801380	52857600	-	56221	567
ZNF277	chr7	112206694	112343934	+	137241	2408
ZNF276	chr16	89720984	89740903	+	19920	6263
ZNF275	chrX	153334152	153352926	+	18775	1835
ZNF274	chr19	58183028	58213562	+	30535	3591
ZNF273	chr7	64903246	64929257	+	26012	889
ZNF268	chr12	133181494	133214832	+	33339	1363
ZNF267	chr16	31873806	31917357	+	43552	1666
ZNF266	chr19	9412460	9435570	-	23111	8114
ZNF264	chr19	57191499	57222846	+	31348	2088
ZNF263	chr16	3263799	3291029	+	27231	2140
ZNF260	chr19	36510686	36528271	-	17586	1908
ZNF26	chr12	132986366	133027102	+	40737	2422
ZNF257	chr19	22052483	22091480	+	38998	7
ZNF256	chr19	57940832	57947706	-	6875	723
ZNF254	chr19	24033404	24129961	+	96558	6841
ZNF253	chr19	19865881	19894674	+	28794	34
ZNF252P-AS1	chr8	145002810	145006046	+	3237	58
ZNF251	chr8	144720908	144755531	-	34624	3301
ZNF250	chr8	144876950	144901461	-	24512	713
ZNF25-DT	chr10	37976824	37992467	+	15644	1
ZNF25	chr10	37949572	37976647	-	27076	591
ZNF248	chr10	37776525	37857197	-	80673	6186
ZNF24	chr18	35332226	35344456	-	12231	2453
ZNF239	chr10	43556346	43574618	-	18273	870
ZNF236-DT	chr18	76794731	76822295	-	27565	290
ZNF236	chr18	76822606	76969918	+	147313	4096
ZNF235	chr19	44236109	44305019	-	68911	2703
ZNF234	chr19	44141553	44160313	+	18761	1943
ZNF233	chr19	44259879	44275309	+	15431	245
ZNF232	chr17	5105634	5123102	-	17469	711
ZNF230	chr19	44002956	44013924	+	10969	490
ZNF23	chr16	71447596	71462759	-	15164	1261
ZNF229	chr19	44426250	44448578	-	22329	612
ZNF227	chr19	44212527	44237267	+	24741	1321
ZNF226	chr19	44165100	44178381	+	13282	1573
ZNF225	chr19	44113398	44134822	+	21425	668
ZNF224	chr19	44094391	44109886	+	15496	4255
ZNF223	chr19	44052035	44067999	+	15965	628
ZNF222	chr19	44025362	44033110	+	7749	275
ZNF221	chr19	43951227	43967709	+	16483	994
ZNF22-AS1	chr10	44997697	45000888	-	3192	21
ZNF22	chr10	45000922	45005326	+	4405	620
ZNF219	chr14	21090081	21104722	-	14642	402
ZNF217	chr20	53567064	53593839	-	26776	1258
ZNF215	chr11	6926422	6984238	+	57817	2491
ZNF214	chr11	6997084	7020346	-	23263	406
ZNF213-AS1	chr16	3100716	3134873	-	34158	1371
ZNF213	chr16	3134922	3142803	+	7882	350
ZNF212	chr7	149239650	149255606	+	15957	1394
ZNF211	chr19	57633167	57644041	+	10875	1147
ZNF208	chr19	21932957	22010949	-	77993	28
ZNF207	chr17	32350116	32381886	+	31771	16299
ZNF205	chr16	3112559	3120517	+	7959	829
ZNF202	chr11	123723913	123741660	-	17748	2050
ZNF200	chr16	3222341	3235457	-	13117	1015
ZNF20	chr19	12092842	12140341	-	47500	316
ZNF2	chr2	95165431	95184317	+	18887	518
ZNF197-AS1	chr3	44617127	44624797	-	7671	153
ZNF197	chr3	44625035	44648471	+	23437	1671
ZNF195	chr11	3339260	3379133	-	39874	4157
ZNF19	chr16	71464554	71482136	-	17583	345
ZNF189	chr9	101398872	101410660	+	11789	1250
ZNF185	chrX	152914441	152973480	+	59040	289
ZNF184	chr6	27450742	27473118	-	22377	456
ZNF182	chrX	47974850	48003989	-	29140	1601
ZNF181	chr19	34734242	34745378	+	11137	486
ZNF180	chr19	44474427	44500522	-	26096	1226
ZNF18	chr17	11977438	11997475	-	20038	747
ZNF177	chr19	9363019	9382190	+	19172	1168
ZNF175	chr19	51571282	51592510	+	21229	1097
ZNF174	chr16	3401214	3409364	+	8151	482
ZNF17	chr19	57411163	57421939	+	10777	826
ZNF169	chr9	94259297	94301829	+	42533	2306
ZNF165	chr6	28080567	28089563	+	8997	96
ZNF160	chr19	53066613	53103434	-	36822	848
ZNF16	chr8	144930357	144950888	-	20532	308
ZNF157	chrX	47370577	47414498	+	43922	245
ZNF155	chr19	43984169	43998325	+	14157	1675
ZNF154	chr19	57697366	57709168	-	11803	14
ZNF148	chr3	125225668	125375325	-	149658	7515
ZNF146	chr19	36214601	36238771	+	24171	8247
ZNF143	chr11	9460521	9528054	+	67534	1319
ZNF142	chr2	218637920	218659540	-	21621	5063
ZNF141	chr4	337813	384868	+	47056	671
ZNF140	chr12	133079837	133107544	+	27708	1149
ZNF14	chr19	19710471	19733112	-	22642	614
ZNF138	chr7	64794387	64833681	+	39295	2729
ZNF136	chr19	12163095	12189871	+	26777	686
ZNF135	chr19	58059238	58069755	+	10518	0
ZNF134	chr19	57614241	57624724	+	10484	921
ZNF133	chr20	18288282	18316994	+	28713	2641
ZNF132	chr19	58432813	58440153	-	7341	5
ZNF131	chr5	43121595	43176324	+	54730	3931
ZNF124	chr1	247121974	247172005	-	50032	2526
ZNF121	chr19	9560352	9584497	-	24146	21304
ZNF12	chr7	6688432	6706947	-	18516	1597
ZNF117	chr7	64971771	64991036	-	19266	1735
ZNF114-AS1	chr19	48262899	48271283	-	8385	36
ZNF114	chr19	48270080	48287608	+	17529	83
ZNF112	chr19	44326554	44356674	-	30121	1213
ZNF107	chr7	64666082	64711582	+	45501	3142
ZNF106	chr15	42415120	42491105	-	75986	7466
ZNF101	chr19	19668838	19683506	+	14669	1033
ZNF100	chr19	21722770	21767579	-	44810	1534
ZNF10	chr12	133130626	133159465	+	28840	1629
ZMYND8	chr20	47209213	47356889	-	147677	6911
ZMYND19	chr9	137582080	137590512	-	8433	6757
ZMYND15	chr17	4739832	4746113	+	6282	10
ZMYND12	chr1	42430328	42456022	-	25695	3
ZMYND11	chr10	134483	254626	+	120144	4284
ZMYND10-AS1	chr3	50341105	50345697	+	4593	1
ZMYND10	chr3	50341111	50345732	-	4622	119
ZMYM6	chr1	34986164	35031945	-	45782	2502
ZMYM5	chr13	19823481	19863649	-	40169	2026
ZMYM4-AS1	chr1	35358821	35366077	-	7257	9
ZMYM4	chr1	35268708	35422058	+	153351	14370
ZMYM3	chrX	71239623	71255146	-	15524	2698
ZMYM2	chr13	19958669	20091829	+	133161	15732
ZMYM1	chr1	35032171	35115624	+	83454	5227
ZMPSTE24	chr1	40258235	40294180	+	35946	2576
ZMIZ2	chr7	44748846	44769881	+	21036	3099
ZMIZ1-AS1	chr10	78943327	79067895	-	124569	318
ZMIZ1	chr10	79068965	79316519	+	247555	6136
ZMAT5	chr22	29730955	29767007	-	36053	365
ZMAT4	chr8	40530589	40897833	-	367245	7
ZMAT3	chr3	178960120	179071831	-	111712	2784
ZMAT2	chr5	140700446	140706686	+	6241	995
ZMAT1	chrX	101882313	101932079	-	49767	72
ZKSCAN8	chr6	28141882	28159460	+	17579	5751
ZKSCAN7-AS1	chr3	44557356	44685653	-	128298	938
ZKSCAN7	chr3	44555202	44583483	+	28282	13
ZKSCAN5	chr7	99504661	99534700	+	30040	1433
ZKSCAN4	chr6	28241696	28252269	-	10574	491
ZKSCAN3	chr6	28349946	28369172	+	19227	666
ZKSCAN2-DT	chr16	25257951	25261066	+	3116	584
ZKSCAN2	chr16	25236000	25257845	-	21846	945
ZKSCAN1	chr7	100015571	100041688	+	26118	7176
ZIM3	chr19	57134095	57145202	-	11108	1
ZIM2-AS1	chr19	56595312	56799602	+	204291	843
ZIM2	chr19	56774546	56840726	-	66181	2
ZIK1	chr19	57584144	57593890	+	9747	21
ZIC5	chr13	99962963	99971909	-	8947	2138
ZIC4-AS1	chr3	147386966	147387453	+	488	0
ZIC4	chr3	147386045	147406543	-	20499	0
ZIC3	chrX	137566517	137577691	+	11175	11
ZIC2	chr13	99981783	99986765	+	4983	1473
ZIC1	chr3	147409364	147416719	+	7356	0
ZHX3	chr20	41182114	41317602	-	135489	4772
ZHX2	chr8	122781654	122974510	+	192857	4281
ZHX1-C8orf76	chr8	123226188	123267387	-	41200	4253
ZHX1	chr8	123248450	123274487	-	26038	2897
ZGRF1	chr4	112539335	112636910	-	97576	5739
ZGPAT	chr20	63707464	63736141	+	28678	2096
ZGLP1	chr19	10304802	10309880	-	5079	305
ZG16B	chr16	2830168	2832284	+	2117	1
ZG16	chr16	29778255	29782973	+	4719	0
ZFYVE9	chr1	52142093	52346685	+	204593	7547
ZFYVE28	chr4	2269596	2418645	-	149050	2362
ZFYVE27	chr10	97737120	97760906	+	23787	3969
ZFYVE26	chr14	67746521	67816590	-	70070	3874
ZFYVE21	chr14	103715729	103733668	+	17940	2997
ZFYVE19	chr15	40807088	40815084	+	7997	1038
ZFYVE16	chr5	80408063	80483379	+	75317	4467
ZFYVE1	chr14	72969451	73027131	-	57681	777
ZFY-AS1	chrY	2966843	3002626	-	35784	1
ZFY	chrY	2935280	2982506	+	47227	0
ZFX-AS1	chrX	24146224	24149654	-	3431	24
ZFX	chrX	24149644	24216255	+	66612	7456
ZFR2	chr19	3804023	3869038	-	65016	12
ZFR	chr5	32354349	32444740	-	90392	11337
ZFPM2-AS1	chr8	105780245	106060524	-	280280	1459
ZFPM2	chr8	105318437	105804539	+	486103	13159
ZFPM1	chr16	88453279	88537031	+	83753	2173
ZFPL1	chr11	65084221	65088398	+	4178	481
ZFP92	chrX	153418321	153426481	+	8161	26
ZFP91-CNTF	chr11	58579171	58624566	+	45396	6407
ZFP91	chr11	58579062	58621550	+	42489	6184
ZFP90	chr16	68539315	68576040	+	36726	3260
ZFP82	chr19	36388629	36418644	-	30016	2
ZFP69B	chr1	40450106	40463718	+	13613	755
ZFP69	chr1	40477289	40496343	+	19055	591
ZFP64	chr20	52051662	52191779	-	140118	5972
ZFP62	chr5	180847610	180861276	-	13667	2520
ZFP57	chr6	29672482	29681155	-	8674	3
ZFP42	chr4	187995770	188005046	+	9277	2
ZFP41	chr8	143246938	143262705	+	15768	913
ZFP37	chr9	113038376	113056724	-	18349	450
ZFP36L2	chr2	43222401	43226606	-	4206	620
ZFP36L1	chr14	68788604	68794736	-	6133	320
ZFP36	chr19	39406846	39409412	+	2567	65
ZFP30	chr19	37613748	37654729	-	40982	2080
ZFP3	chr17	5078466	5096374	+	17909	6
ZFP28	chr19	56538947	56556808	+	17862	273
ZFP2	chr5	178895912	178933212	+	37301	320
ZFP14	chr19	36334452	36379201	-	44750	983
ZFP1	chr16	75148523	75172234	+	23712	716
ZFHX4-AS1	chr8	76491199	76683156	-	191958	159
ZFHX4	chr8	76681246	76867281	+	186036	6765
ZFHX3	chr16	72782884	73891871	-	1108988	8255
ZFHX2-AS1	chr14	23512816	23560778	+	47963	1097
ZFHX2	chr14	23520856	23551765	-	30910	363
ZFC3H1	chr12	71609598	71663848	-	54251	4902
ZFAT-AS1	chr8	134598070	134600689	+	2620	1
ZFAT	chr8	134477787	134713031	-	235245	1844
ZFAS1	chr20	49278641	49299600	+	20960	4946
ZFAND6	chr15	80059567	80138392	+	78826	6161
ZFAND5	chr9	72351412	72365208	-	13797	1981
ZFAND4	chr10	45615499	45672772	-	57274	2945
ZFAND3	chr6	37819726	38154624	+	334899	16782
ZFAND2B	chr2	219206783	219209651	+	2869	560
ZFAND2A	chr7	1152070	1160178	-	8109	233
ZFAND1	chr8	81701336	81721300	-	19965	3845
ZER1	chr9	128729785	128771927	-	42143	2726
ZEB2-AS1	chr2	144517977	144521111	+	3135	6
ZEB2	chr2	144384080	144520362	-	136283	4019
ZEB1-AS1	chr10	31307716	31319035	-	11320	830
ZEB1	chr10	31319171	31529813	+	210643	17324
ZDHHC9	chrX	129803287	129843886	-	40600	1361
ZDHHC8	chr22	20131803	20148007	+	16205	4472
ZDHHC7	chr16	84974174	85011535	-	37362	2335
ZDHHC6	chr10	112424427	112446917	-	22491	3580
ZDHHC5	chr11	57668113	57701182	+	33070	2034
ZDHHC4	chr7	6577504	6589374	+	11871	642
ZDHHC3	chr3	44915256	44976182	-	60927	2577
ZDHHC24	chr11	66521081	66546235	-	25155	461
ZDHHC23	chr3	113947900	113962982	+	15083	1616
ZDHHC22	chr14	77131269	77141791	-	10523	266
ZDHHC21	chr9	14611070	14693471	-	82402	3258
ZDHHC20-IT1	chr13	21376976	21377874	-	899	2
ZDHHC20	chr13	21372572	21459370	-	86799	3922
ZDHHC2	chr8	17156481	17224799	+	68319	2613
ZDHHC19	chr3	196197451	196211400	-	13950	127
ZDHHC18	chr1	26826687	26857604	+	30918	1648
ZDHHC17	chr12	76763587	76853696	+	90110	9134
ZDHHC16	chr10	97446169	97457366	+	11198	2187
ZDHHC15	chrX	75368430	75523502	-	155073	6
ZDHHC14	chr6	157381189	157678157	+	296969	10581
ZDHHC13	chr11	19117144	19176415	+	59272	2039
ZDHHC12	chr9	128720872	128724127	-	3256	138
ZDHHC11B	chr5	711807	784729	-	72923	1385
ZDHHC11	chr5	795606	850986	-	55381	5380
ZDHHC1	chr16	67394151	67416477	-	22327	674
ZDBF2	chr2	206274662	206314427	+	39766	5750
ZCWPW2	chr3	28348720	28526358	+	177639	676
ZCWPW1	chr7	100400852	100428679	-	27828	219
ZCRB1	chr12	42312085	42326094	-	14010	948
ZCCHC9	chr5	81301586	81313297	+	11712	1120
ZCCHC8	chr12	122471598	122501073	-	29476	5217
ZCCHC7	chr9	37120573	37358149	+	237577	11723
ZCCHC4	chr4	25312773	25370383	+	57611	2096
ZCCHC3	chr20	297569	300321	+	2753	544
ZCCHC24	chr10	79382324	79445624	-	63301	1460
ZCCHC2	chr18	62523024	62578579	+	55556	1188
ZCCHC18	chrX	104112522	104115842	+	3321	175
ZCCHC17	chr1	31296981	31364953	+	67973	2623
ZCCHC14	chr16	87406247	87493024	-	86778	6038
ZCCHC13	chrX	74304179	74305034	+	856	0
ZCCHC12	chrX	118823823	118826968	+	3146	28
ZCCHC10	chr5	132996984	133026604	-	29621	1022
ZC4H2	chrX	64916381	65034713	-	118333	3200
ZC3HC1	chr7	130018286	130051451	-	33166	1978
ZC3HAV1L	chr7	139025705	139036042	-	10338	820
ZC3HAV1	chr7	139043514	139109720	-	66207	3177
ZC3H8	chr2	112211528	112255042	-	43515	2970
ZC3H7B	chr22	41301524	41360147	+	58624	5941
ZC3H7A	chr16	11750596	11797258	-	46663	5578
ZC3H6	chr2	112275596	112340059	+	64464	842
ZC3H4	chr19	47064186	47113776	-	49591	3024
ZC3H3	chr8	143437658	143541447	-	103790	2039
ZC3H18	chr16	88570402	88631964	+	61563	2668
ZC3H15	chr2	186486259	186509361	+	23103	2463
ZC3H14	chr14	88563036	88627596	+	64561	4526
ZC3H13	chr13	45954464	46052746	-	98283	4256
ZC3H12D	chr6	149446794	149485014	-	38221	74
ZC3H12C	chr11	110093391	110171841	+	78451	2688
ZC3H12B	chrX	65488734	65507887	+	19154	323
ZC3H12A	chr1	37474579	37484377	+	9799	364
ZC3H11B	chr1	219608009	219613145	-	5137	7
ZC3H11A	chr1	203795694	203854999	+	59306	11743
ZC3H10	chr12	56118265	56127514	+	9250	920
ZC2HC1C	chr14	75068600	75079107	+	10508	24
ZC2HC1B	chr6	143864473	143938343	+	73871	48
ZC2HC1A	chr8	78666088	78719765	+	53678	2317
ZBTB9	chr6	33454575	33457544	+	2970	376
ZBTB8OS	chr1	32600171	32650565	-	50395	3116
ZBTB8B	chr1	32465071	32496686	+	31616	437
ZBTB8A	chr1	32539426	32605941	+	66516	3051
ZBTB7C	chr18	48026671	48409383	-	382713	699
ZBTB7B	chr1	155002629	155018522	+	15894	1014
ZBTB7A	chr19	4043302	4066899	-	23598	3129
ZBTB6	chr9	122908055	122913323	-	5269	801
ZBTB5	chr9	37438101	37465450	-	27350	1481
ZBTB49	chr4	4290250	4321783	+	31534	744
ZBTB48	chr1	6579993	6589280	+	9288	2168
ZBTB47	chr3	42653696	42667580	+	13885	1322
ZBTB46-AS1	chr20	63808075	63816521	+	8447	2
ZBTB46	chr20	63743669	63831264	-	87596	2232
ZBTB45	chr19	58513529	58519810	-	6282	281
ZBTB44-DT	chr11	130314992	130403017	+	88026	73
ZBTB44	chr11	130226676	130314917	-	88242	6273
ZBTB43	chr9	126805005	126838210	+	33206	1858
ZBTB42	chr14	104801100	104804712	+	3613	58
ZBTB41	chr1	197153681	197201293	-	47613	1158
ZBTB40-IT1	chr1	22517473	22519708	+	2236	70
ZBTB40	chr1	22451850	22531157	+	79308	6060
ZBTB4	chr17	7459365	7484263	-	24899	3838
ZBTB39	chr12	56998835	57006546	-	7712	1775
ZBTB38	chr3	141387811	141449792	+	61982	850
ZBTB37	chr1	173868955	173903549	+	34595	5141
ZBTB34	chr9	126860664	126885878	+	25215	1356
ZBTB33	chrX	120250751	120258398	+	7648	1938
ZBTB32	chr19	35704557	35717038	+	12482	8
ZBTB3	chr11	62750964	62754184	-	3221	439
ZBTB26	chr9	122915565	122931512	-	15948	1744
ZBTB25	chr14	64449105	64505213	-	56109	2398
ZBTB24	chr6	109462593	109483219	-	20627	3037
ZBTB22	chr6	33314405	33317942	-	3538	310
ZBTB21	chr21	41986830	42010360	-	23531	2584
ZBTB20-AS5	chr3	114445520	114519141	+	73622	4
ZBTB20-AS4	chr3	115100422	115103061	+	2640	0
ZBTB20-AS3	chr3	114873113	114876514	+	3402	0
ZBTB20-AS2	chr3	114684579	114687609	+	3031	1
ZBTB20-AS1	chr3	114351819	114388975	+	37157	2
ZBTB20	chr3	114314499	115147288	-	832790	13880
ZBTB2	chr6	151364114	151391559	-	27446	1115
ZBTB18	chr1	244048938	244057472	+	8535	1578
ZBTB17	chr1	15941870	15976132	-	34263	906
ZBTB16	chr11	114059710	114256765	+	197056	729
ZBTB14	chr18	5289019	5297053	-	8035	339
ZBTB12	chr6	31899612	31902086	-	2475	96
ZBTB11-AS1	chr3	101676474	101679217	+	2744	117
ZBTB11	chr3	101648888	101677132	-	28245	3385
ZBTB10	chr8	80485666	80526265	+	40600	4222
ZBTB1	chr14	64504573	64533690	+	29118	2565
ZBP1	chr20	57603845	57620576	-	16732	0
ZBED9	chr6	28570534	28598030	-	27497	526
ZBED8	chr5	160393147	160400054	-	6908	763
ZBED6CL	chr7	150322638	150332721	+	10084	1092
ZBED6	chr1	203795713	203854999	+	59287	11743
ZBED5-AS1	chr11	10858218	10908972	+	50755	360
ZBED5	chr11	10852703	10858073	-	5371	2295
ZBED4	chr22	49853843	49890080	+	36238	2997
ZBED3-AS1	chr5	77086731	77142143	+	55413	2449
ZBED3	chr5	77072071	77087285	-	15215	1266
ZBED2	chr3	111592899	111595346	-	2448	0
ZBED1	chrX	2486413	2500967	-	14555	0
ZBBX	chr3	167240428	167407853	-	167426	138
ZAR1L	chr13	32303698	32315363	-	11666	14
ZAR1	chr4	48490251	48494389	+	4139	44
ZAP70	chr2	97713575	97739860	+	26286	85
ZAN	chr7	100733594	100797797	+	64204	9
ZADH2	chr18	75195112	75209139	-	14028	1662
ZACN	chr17	76079181	76082806	+	3626	10
Z99943.1	chr1	167820405	167821224	+	820	5
Z99916.3	chr22	25251522	25252602	-	1081	0
Z99916.1	chr22	25212104	25213777	+	1674	7
Z99774.5	chr22	26657520	26657655	+	136	1
Z99774.4	chr22	26671401	26671550	+	150	0
Z99774.3	chr22	26673253	26673630	+	378	17
Z99774.2	chr22	26672163	26672248	+	86	1
Z99774.1	chr22	26667692	26672654	-	4963	3
Z99758.1	chr1	169310664	169322479	+	11816	3
Z99755.2	chr22	35122660	35127419	+	4760	1
Z99716.2	chr22	42070948	42071488	+	541	8
Z99716.1	chr22	41981303	41982217	-	915	0
Z99572.1	chr1	169486075	169500182	+	14108	389
Z99496.2	chr6	118565659	118576840	+	11182	11
Z99289.3	chr6	112234164	112234758	-	595	1
Z99289.2	chr6	112217639	112219570	-	1932	2
Z99289.1	chr6	112154764	112166476	+	11713	2
Z99129.4	chr6	122436788	122439223	-	2436	114
Z99129.3	chr6	122471922	122484161	+	12240	116
Z99127.3	chr1	174998352	174999623	-	1272	182
Z98949.2	chr22	25959073	25983526	-	24454	0
Z98886.1	chr1	4730210	4733745	-	3536	0
Z98885.3	chr22	49805451	49807208	+	1758	0
Z98885.2	chr22	49832448	49838901	-	6454	7
Z98884.2	chr1	7776382	7776775	+	394	22
Z98884.1	chr1	7810241	7827342	-	17102	2
Z98883.1	chr16	569460	576257	+	6798	901
Z98880.1	chr6	117262242	117264817	-	2576	0
Z98752.4	chr20	43590008	43590596	-	589	5
Z98752.3	chr20	43540170	43569498	+	29329	1091
Z98752.1	chr20	43549388	43550949	-	1562	1
Z98749.1	chr22	38387917	38388857	-	941	44
Z98747.1	chr1	4551734	4552145	-	412	0
Z98745.2	chr6	28476995	28489455	-	12461	135
Z98745.1	chr6	28489895	28491661	+	1767	48
Z98742.4	chr6	108261287	108269200	+	7914	15
Z98742.1	chr6	108275641	108276546	+	906	1
Z98259.3	chr1	5489794	5493057	-	3264	0
Z98259.2	chr1	5480786	5482028	-	1243	0
Z98259.1	chr1	5492977	5494674	+	1698	0
Z98257.2	chr1	20272478	20275005	+	2528	0
Z98257.1	chr1	20157691	20160566	+	2876	0
Z98200.1	chr6	108030248	108030718	-	471	16
Z98043.1	chr1	172752585	172752924	+	340	2
Z97989.1	chr6	111599874	111602295	+	2422	166
Z97988.1	chr1	5564070	5564143	+	74	0
Z97986.1	chr16	547184	553847	-	6664	52
Z97832.2	chr6	35220369	35224630	-	4262	256
Z97653.2	chr16	707649	709067	+	1419	4
Z97653.1	chr16	710745	711277	-	533	1
Z97652.1	chr16	1625627	1626160	-	534	1
Z97633.1	chr16	1576715	1578371	-	1657	33
Z97353.2	chr22	26903339	26920935	+	17597	25
Z97205.3	chr6	164148021	164152175	+	4155	0
Z97205.2	chr6	164084022	164085661	-	1640	0
Z97205.1	chr6	164108619	164109694	-	1076	0
Z97200.1	chr1	170667380	170669425	+	2046	7
Z97198.1	chr1	172906899	172907684	+	786	0
Z97192.4	chr22	49662311	49664968	-	2658	4
Z97192.3	chr22	49612656	49615716	-	3061	14
Z97192.2	chr22	49572263	49575426	-	3164	3
Z97192.1	chr22	49548680	49556473	+	7794	0
Z97056.3	chr22	38434306	38436686	+	2381	0
Z97056.2	chr22	38416564	38423933	-	7370	9
Z97056.1	chr22	38424287	38427336	+	3050	4
Z97055.2	chr22	43812455	43817394	+	4940	133
Z96074.1	chrX	137574045	137981721	+	407677	14
Z95624.1	chrX	102937769	102940561	-	2793	1
Z95331.1	chr22	45657018	45680130	+	23113	559
Z95327.1	chrX	100822619	100822752	-	134	0
Z95118.2	chr6	108798928	108837113	+	38186	237
Z95115.2	chr22	26597027	26611453	+	14427	1
Z95115.1	chr22	26512536	26514568	+	2033	842
Z95114.4	chr22	36066532	36070110	+	3579	2
Z95114.3	chr22	36137429	36139350	-	1922	0
Z95114.2	chr22	36091147	36093352	+	2206	0
Z95114.1	chr22	36070999	36085573	+	14575	0
Z94721.3	chr6	166995734	166999511	-	3778	1345
Z94721.2	chr6	166999404	167139141	+	139738	13419
Z94721.1	chr6	166969625	166999065	-	29441	8344
Z94277.1	chrX	42723208	42755892	-	32685	1
Z94160.2	chr22	37371683	37372858	+	1176	0
Z94160.1	chr22	37352189	37355002	-	2814	0
Z94057.1	chr1	175307217	175335459	+	28243	0
Z93943.1	chrX	102945970	102952039	+	6070	112
Z93930.3	chr22	28814913	28815662	+	750	23
Z93930.2	chr22	28800682	28848559	+	47878	906
Z93403.1	chrX	42252458	42699291	+	446834	1215
Z93241.1	chr22	42615243	42615907	+	665	1216
Z93022.1	chrX	17528434	17587160	+	58727	807
Z93020.1	chr6	13671719	13678908	+	7190	3
Z92544.2	chr16	678644	679061	+	418	1
Z92544.1	chr16	689493	692554	+	3062	239
Z86062.2	chr6	100427117	100437484	+	10368	2
Z85996.3	chr6	36841429	36844402	-	2974	3
Z85996.2	chr6	36768484	36774651	+	6168	2
Z85994.1	chr22	44365550	44366284	+	735	0
Z84723.1	chr16	17513	35195	-	17683	473
Z84721.1	chr16	178553	178656	+	104	0
Z84492.1	chr3	50350891	50367923	+	17033	405
Z84488.1	chr6	116399394	116463696	+	64303	2873
Z84486.1	chr6	134345687	134349337	+	3651	0
Z84485.1	chr6	36158067	36197205	-	39139	358
Z84468.2	chr22	48474155	48488425	-	14271	0
Z84468.1	chr22	48538899	48547387	-	8489	0
Z84466.1	chrX	47575127	47628742	-	53616	100
Z83847.1	chr22	40043067	40044530	-	1464	12
Z83844.2	chr22	37639692	37666932	+	27241	1562
Z83844.1	chr22	37686413	37726503	+	40091	1455
Z83843.1	chrX	74209975	74213660	-	3686	1601
Z83839.2	chr22	32141266	32143272	+	2007	1
Z83836.1	chr22	47259365	47261007	+	1643	2
Z83818.2	chrX	87707578	87750883	-	43306	1
Z83745.1	chrX	57222705	57224791	+	2087	90
Z82249.1	chr22	48448889	48451217	+	2329	0
Z82246.1	chr22	32583299	32584204	+	906	0
Z82244.2	chr22	35372173	35372621	+	449	0
Z82244.1	chr22	35376421	35377261	+	841	0
Z82243.1	chr22	45155538	45156011	-	474	52
Z82217.1	chr22	35992320	36000469	+	8150	3
Z82215.1	chr22	36335420	36343530	+	8111	3
Z82214.1	chr22	43232140	43239010	+	6871	0
Z82209.2	chrX	127392759	127394771	+	2013	0
Z82206.1	chr22	39960396	39964718	+	4323	0
Z82202.2	chr22	49166420	49188062	-	21643	0
Z82202.1	chr22	49264200	49266080	+	1881	0
Z82198.2	chr22	33164062	33166439	+	2378	2
Z82198.1	chr22	33105382	33106059	-	678	2
Z82196.2	chr22	34711907	34724919	-	13013	0
Z82196.1	chr22	34703125	34704885	-	1761	0
Z82195.3	chrX	130497784	130520309	+	22526	2
Z82190.2	chr22	31754898	31956243	+	201346	3336
Z82188.2	chr22	37166756	37182850	+	16095	4
Z82186.1	chr22	47345568	47373541	+	27974	3
Z82185.1	chr22	36816325	36819736	+	3412	0
Z82173.1	chr22	33320864	33322813	+	1950	0
Z82170.1	chrX	83506022	83509214	-	3193	0
Z80897.2	chr22	36754085	36755731	-	1647	1
Z80897.1	chr22	36766477	36769022	+	2546	1
Z77249.1	chrX	133152753	133152892	+	140	0
Z73965.1	chrX	103596607	103598904	+	2298	22
Z73495.1	chr22	32783176	32784982	+	1807	0
Z73429.1	chr22	33922421	33922766	+	346	5
Z73420.2	chr22	37033123	37035513	+	2391	5
Z73420.1	chr22	37013224	37013319	+	96	0
Z72006.1	chr22	48403461	48415571	+	12111	0
Z70719.1	chrX	102142587	102143971	+	1385	0
Z69733.1	chrX	103490550	103517919	+	27370	537
Z69720.2	chr16	74682	74961	+	280	0
Z69720.1	chr16	90630	91102	+	473	7
Z69713.1	chr22	33704785	33704922	-	138	19
Z69706.1	chr16	185747	186294	-	548	35
Z69667.1	chr16	268726	282084	+	13359	196
Z69666.1	chr16	125736	127219	+	1484	1
Z68871.1	chrX	102884413	102906158	+	21746	999
Z68323.1	chr22	34191193	34210564	-	19372	0
